% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=788689, Fri Feb 16 10:33:32 2018, <python>{}</python>
1 9 0.5375134638215914 0 0 0.5309673369313269 0.5367953196614845 0.5886488429882418 0.5252690785559772 0.5431953876680085 0.5416265572421337
2 18 0.5170420043928728 0 0 0.49447880645763487 0.5092899843390144 0.5392484356338901 0.5142700169895015 0.5029485080768308 0.49935479740872196
3 27 0.5470990710990435 0 0 0.5334477154877548 0.5422972325134771 0.5543860559621855 0.5559519436176774 0.5337595434181649 0.5422182473890506
4 36 0.5764882510681898 0 0 0.5747949382842232 0.5710275346121577 0.566688695523434 0.5665556266813622 0.5642275650960268 0.6062302145106186
5 45 0.6203106135273573 0 0 0.5713715302937462 0.6535467776721947 0.6386351915313374 0.6083795979882467 0.5891777944213975 0.6734042579045829
6 54 0.6546777338698482 0 0 0.5969796460862231 0.6871770658362594 0.6876927907261234 0.6093643972396829 0.6210620589931809 0.7190364621421607
7 63 0.6447666487400138 0 0 0.5876587883707778 0.6709152535984096 0.6581884000501641 0.5659316947436471 0.6119695233706971 0.7062612383823137
8 72 0.6311894320697755 0 0 0.5683257573562754 0.681073703260653 0.619901872613297 0.5479825805128494 0.5937960489601616 0.6211834015840776
9 81 0.5958431541488235 0 0 0.5604159824125929 0.6291988942100686 0.544386631364755 0.533837259380676 0.5103513645597199 0.5745986929208586
10 90 0.4918529330773814 0 0 0.4534115393222944 0.5103035007969753 0.4229462780470742 0.42436649216104133 0.40221842481158965 0.4635774123710014
11 99 0.48914789951539167 0 0 0.4394800395158055 0.47425800211326397 0.40429141959090575 0.4114069791664567 0.4445970003067813 0.4394538581807719
12 108 0.48394188247467373 0 0 0.42135278601553666 0.4598253439665031 0.4043277822294512 0.44286097247222156 0.42515599886458144 0.4172717017142436
13 117 0.45346547933807463 0 0 0.3882031453961506 0.4186719996864233 0.38208197865469357 0.39296616541204493 0.40137648127262826 0.38905944810879667
