% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=892510, Fri Feb 16 18:41:17 2018, <python>{}</python>
1 6 0.6164843062936013 1.0000250003125026 -15.72365691053637 -1.5723656910536370e+01 -8.94656216532337 -4.929571665539607   
2 12 0.8421784235466193 1.4919155362738767 -19.960588959945046 -1.9960588959945046e+01 -13.32226224771124 -7.011218737984603   
3 18 1.027535780162302 1.9651913327563482 -25.62013765985342 -2.5620137659853420e+01 -18.325895267213973 -15.364805475154386   
4 24 1.6242695075590223 2.1655439841693696 -33.82163241155213 -3.3821632411552130e+01 -17.65480909133478 -14.609617042138016   
5 30 1.7948795372890527 2.220531434056109 -42.399934793787054 -4.2399934793787054e+01 -25.965653609395574 -18.629849690274348   
6 36 2.013820330101885 1.6837982395472102 -42.47807690059919 -4.2478076900599191e+01 -26.600928476811298 -12.800932565228164   
7 42 2.44945859245192 1.6297032657071637 -42.47807690059919 -3.9819402834115259e+01 -36.06887718581089 -24.154111315903442   
8 48 2.4815610956930714 1.751133803635513 -42.47807690059919 -3.6937765798166787e+01 -29.0375141036953 -20.84845414513041   
9 54 2.1988556127493664 1.3944161851608678 -49.990887424014446 -4.9990887424014446e+01 -36.011758882836304 -15.272320973855296   
10 60 1.771848602387131 1.5604737278469314 -49.990887424014446 -4.5126369052754811e+01 -42.63273146425972 -34.3840946417011   
11 66 1.3658581497375926 1.5466771845145504 -49.990887424014446 -4.9322812831808264e+01 -37.419217994995236 -31.155441948325837   
12 72 1.3048491097957797 1.4431882099157602 -49.990887424014446 -4.9666367206321823e+01 -46.368708587323404 -38.41496931364266   
13 78 0.9967014031162593 1.3345797090564033 -49.990887424014446 -4.8767767895439519e+01 -44.6997254797932 -42.96475595236588   
14 84 0.8046670313598836 1.3562799834246118 -49.990887424014446 -4.9974004762963304e+01 -48.938881115342035 -46.772537295891524   
15 90 0.8301435811983868 1.6854512896552587 -49.990887424014446 -4.9233457231766522e+01 -49.0073095401395 -44.27272176461136   
16 96 0.6222404350502502 1.5564859734581398 -49.990887424014446 -4.9847204356624601e+01 -47.9540729427213 -47.85603079330188   
17 102 0.5350968222405658 1.5610576979497142 -49.99680741238139 -4.9996807412381393e+01 -49.41985176530129 -49.10231120319935   
18 108 0.5039034082670906 1.6951056109768163 -49.99680741238139 -4.9921938070996404e+01 -49.52611542300717 -47.77013385535457   
19 114 0.38344061368712024 1.2926632231700936 -49.99680741238139 -4.9937602956912599e+01 -49.79025683840698 -49.19109851936049   
20 120 0.3545343630544967 1.347320172424779 -49.99680741238139 -4.9994000699324729e+01 -49.881533261714495 -49.77997543814408   
21 126 0.28294181989540446 1.7523433883827622 -49.99680741238139 -4.9995889915567730e+01 -49.824417294924245 -49.184518505684814   
22 132 0.26962417306725933 1.413042272664633 -49.99680741238139 -4.9988383507695701e+01 -49.94100263717426 -49.77301140608752   
23 138 0.23921268459787148 1.3279100901828214 -49.99690904712891 -4.9996909047128909e+01 -49.98423732758023 -49.9573782776144   
24 144 0.22208775216602514 1.6574217944537228 -49.99690904712891 -4.9989472898357604e+01 -49.95042062399092 -49.897122370576206   
25 150 0.18844171595230966 1.6818801692349215 -49.99941740212507 -4.9999417402125069e+01 -49.99111071007471 -49.982634324471135   
26 156 0.19382664067924668 2.0071006695581413 -49.99941740212507 -4.9995382512074656e+01 -49.98557559211345 -49.98074741437384   
27 162 0.182484708732837 1.8724791431238377 -49.99941740212507 -4.9998227968922095e+01 -49.99339251240061 -49.971586499230696   
28 168 0.18098667975109986 1.5561843323699636 -49.99941740212507 -4.9993864703127429e+01 -49.97541107275575 -49.967819611534736   
29 174 0.17705870362152118 1.550308181458406 -49.999963935923454 -4.9999963935923454e+01 -49.986299626187446 -49.970361602501114   
