% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=788689, Fri Feb 16 10:33:32 2018
1 9 -0.057523712805594415 -0.0004145877567732832 0.0018916864807683443 0.2263288353526149 1 1 1 1 1 1
2 18 -0.04044598568080381 -0.0013051456048259991 0.007747784511882915 0.20243324978145003 1 1 1 1 1 1
3 27 -0.09879734211600019 -0.002622668146355461 0.013441680883144347 0.2236704675305827 1 1 1 1 1 1
4 36 -0.23209357525541313 -0.056505642854239854 0.007965309714685133 0.2016248689619008 1 1 1 1 1 1
5 45 -0.15395414641330493 -0.008009460207786848 0.03613738841976698 0.2194198062683746 1 1 1 1 1 1
6 54 -0.015501856693160605 -0.015501856693160605 0.02108334574699291 0.349842841275116 1 1 1 1 1 1
7 63 -0.07052668124681405 -0.07052668124681405 0.0575424496673084 0.30393647334115037 1 1 1 1 1 1
8 72 -0.06094459779064336 -0.053545294896680445 0.03534278797497408 0.2613736956159795 1 1 1 1 1 1
9 81 -0.12298183073654492 -0.005446603675836179 0.02586269894540584 0.2682733399831925 1 1 1 1 1 1
10 90 -0.13640043960148787 -0.031229607879969142 0.02309859067728438 0.25585174387506254 1 1 1 1 1 1
11 99 -0.22893128391305922 -0.038083874095190595 0.004302822866471084 0.2493705291740187 1 1 1 1 1 1
12 108 -0.2133476246071874 -0.10404476941458889 0.007372963718518777 0.2397877285368612 1 1 1 1 1 1
13 117 -0.22777313588543568 -0.01813424249858373 0.052988174595255594 0.23292843989466822 1 1 1 1 1 1
14 126 -0.24131186797561857 -0.03243608495359164 0.07484845746255742 0.2566340097025954 1 1 1 1 1 1
15 135 -0.2736222136407326 -0.049917775163203504 0.014484975757152472 0.29335035367196216 1 1 1 1 1 1
16 144 -0.320933807142457 -0.04959383067271321 0.0376303102332464 0.29986930705169246 1 1 1 1 1 1
17 153 -0.3473441983379778 -0.04601580658566883 0.01374900229637337 0.3077590015287994 1 1 1 1 1 1
18 162 -0.23955523227823733 -0.025113973510479542 0.05546504055847413 0.26072367856510903 1 1 1 1 1 1
19 171 -0.27455543408395633 -0.016689141118588616 0.0013814725975367123 0.26145340586593574 1 1 1 1 1 1
20 180 -0.28362800935416355 -0.006709197340417694 0.05417897570970704 0.24539880715003112 1 1 1 1 1 1
21 189 -0.29150126140186006 -0.021868064760844082 1.219212776390264e-05 0.23912545380329078 1 1 1 1 1 1
22 198 -0.35877454521412466 -0.004599877207388812 0.008736688782094573 0.2167990946694888 1 1 1 1 1 1
23 207 -0.33846779089437 -0.00511163105499541 0.04230085753230251 0.21648032361775496 1 1 1 1 1 1
24 216 -0.3962102987400275 -0.0035193700546388676 0.007371915054372878 0.19209214903787994 1 1 1 1 1 1
25 225 -0.34672668631097303 -0.014986609863754868 0.0252349862365266 0.26548256216449817 1 1 1 1 1 1
26 234 -0.36078058280125086 -0.005124406938889701 0.01527629958670756 0.19462984764400376 1 1 1 1 1 1
27 243 -0.39165934547686587 -0.007531460463541245 0.07768314691028852 0.1918553038730878 1 1 1 1 1 1
28 252 -0.417824482896579 -0.0015076003548923284 0.04721068820442186 0.19008000933632305 1 1 1 1 1 1
29 261 -0.3239965413274259 -0.012392933552654481 0.012206116282587179 0.19764283946895592 1 1 1 1 1 1
30 270 -0.3003907194784893 -0.05357047579388345 0.01608733925913377 0.2590769564187593 1 1 1 1 1 1
31 279 -0.3261820850018504 -0.03827306495941998 0.020686292561304317 0.27699804788313215 1 1 1 1 1 1
32 288 -0.2971563084256861 -0.0074595637868604065 0.018098220853282825 0.2347746715515526 1 1 1 1 1 1
33 297 -0.2537447642704769 -0.08840303441658201 0.005103323310885508 0.23043208998633682 1 1 1 1 1 1
34 306 -0.28306550651952966 -0.027081433970278623 0.040683911251469904 0.32088707796150295 1 1 1 1 1 1
35 315 -0.29261745146813234 -0.021411319586664708 0.010259346433297655 0.2804274540946704 1 1 1 1 1 1
